Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_13/1f1fee01_73cd_4d90_9bc7_b43200d95d08/preview_image00108.jpg,celt (object name),"No: Optional[2005,0728.1]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"17.50 centimetres;  10.50 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_13/7d231eca_23da_43c0_aeeb_b43200dd7ab9/preview_image00086.jpg,celt (object name),"No: Optional[2005,0728.23]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"3.30 centimetres;  6.00 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.23",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_14/d9074aff_e912_4607_9c84_b43200e6c2e2/preview_image00043.jpg,celt (object name),"No: Optional[2005,0728.66]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"3.80 centimetres;  4.90 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.66",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_6/10_10/ae7a018e_50f2_4b0d_89c0_b46500a4cf51/preview_image00023.jpg,celt (object name),"No: Optional[2005,0728.131]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"5.20 centimetres;  7.50 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.131",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_14/bd3c6756_3e14_4540_a668_b43200ea45e9/preview_image00009.jpg,celt (object name),"No: Optional[2005,0728.100]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"4.70 centimetres;  5.80 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.100",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_6/10_9/fb4420fd_6879_410a_be38_b46500a4016f/preview_image00017.jpg,celt (object name),"No: Optional[2005,0728.125]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"4.70 centimetres;  5.30 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.125",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_14/a2fb8f24_202a_4ffa_bd75_b43200ea9602/preview_image00005.jpg,celt (object name),"No: Optional[2005,0728.104]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"2.60 centimetres;  4.10 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.104",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_14/4a819f5c_895b_4761_b657_b43200ea5a5d/preview_image00008.jpg,celt (object name),"No: Optional[2005,0728.101]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"3.30 centimetres;  5.50 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.101",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_6/10_9/7654ec6a_8b02_40af_855c_b4650094fd9d/preview_image00411.jpg,celt (object name),"No: Optional[2005,0728.227]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"4.00 centimetres;  4.30 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.227",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_13/5f071464_4eae_4fdf_b980_b43200ddbd23/preview_image00084.jpg,celt (object name),"No: Optional[2005,0728.25]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"5.00 centimetres;  6.50 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.25",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_14/287c68e4_5e9d_4027_ba02_b43200e86d02/preview_image00027.jpg,celt (object name),"No: Optional[2005,0728.82]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"3.70 centimetres;  3.80 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.82",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_13/41d40bca_c9b2_44d7_960e_b43200e6a781/preview_image00044.jpg,celt (object name),"No: Optional[2005,0728.65]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"3.50 centimetres;  6.30 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.65",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_6/10_11/77c5c7a6_649f_4f71_8440_b46500b5d90d/preview_image00014.jpg,celt (object name),"No: Optional[2005,0728.156]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"4.60 centimetres;  10.50 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.156",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_4/20_14/563d0a41_70e8_4481_8840_b43200ea313e/preview_image00010.jpg,celt (object name),"No: Optional[2005,0728.99]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"4.30 centimetres;  5.10 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.99",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_6/10_9/aaf8624e_15be_45ee_a24b_b46500a48974/preview_image00021.jpg,celt (object name),"No: Optional[2005,0728.129]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"5.80 centimetres;  6.60 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.129",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_6/10_11/2d8db7de_ff62_4ff2_98f5_b46500c02ced/preview_image00005.jpg,celt (object name),"No: Optional[2005,0728.172]",,,,"One from a collection of 234 neolithic stone tools.; ",,,,,,,Neolithic,2000BC (circa),Made in: Nepal,Excavated/Findspot: Nepal,stone,,,polished,"3.90 centimetres;  7.00 centimetres; ",,"The collector is said to have travelled widely in the old Indian Empire during his wartime military service. We we have only the recollections of his son and grandson of conversations with Mr Peacey, to substantiate the findspot they report for these pieces. They are adamant in this recollection, however, and it is reasonable to record it as the best provenance (ie Western Nepal) we have for the axes/celts. 
It is most likely that this large hoard of neolithic stone axes, etc, was found originally, gathered together and collected at one place, possibly a country shrine of some kind and an indication that they may have been under worship or that they were objects venerated in some way.
Some bear traces of red matter on their surfaces, many appear to have been fire blackened.",,Not on display,,Many of these tools have on their surfaces traces of the reddening that was evident in the group acquired earlier this year (2005.1-13.1-80). This substance has yet to be identified precisely.,,,Associated with: Nepal,,,Purchased from: Mark Peacey,Funded by: Brooke Sewell Permanent Fund,Field Collection by: Walter Peacey,Purchased from: Mark Peacey,,"Said to have been collected in western Nepal by Mr Walter Peacey (see Acq biography) during his military service in wartime India, these objects were nearly lost when he forgot the kit bag containing them at Leeds railway station, on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey. The first part of this group (80 objects) came to the BM in January 2005 and is registered as 2005.1-13.1-80. The second part of this collection (234 objects) was found by the Peacey family in December of 2005 in another attic. It  came to the BM in December 2005 as the final part of this large (ie now some 314 objects) collection.",,Asia,,"2005,0728.172",,,
